team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
team-flanders-baloise,Team Flanders - Baloise,2026,271,Trofeo Calvià,1.1,2026-01-28,completed,sprint-friendly one-day,44.588277,44.588277,7,HESTERS Jules,oneday,0.15702,24.515157,0.986126,0.140875,146.572987,0.630688,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,146,GP de Denain,1.Pro,2026-03-19,completed,sprint-friendly one-day,78.852652,78.852652,7,HESTERS Jules,oneday,0.15702,41.316335,0.986126,0.140875,243.875897,0.580182,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,123,Bredene Koksijde Classic,1.Pro,2026-03-20,completed,sprint-friendly one-day,67.956366,67.956366,7,HESTERS Jules,oneday,0.15702,34.634684,0.986126,0.140875,202.859643,0.552218,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,2729,GP Jean-Pierre Monseré,1.1,2026-03-22,completed,sprint-friendly one-day,30.190451,30.190451,7,HESTERS Jules,oneday,0.15702,16.035947,0.986126,0.140875,95.006626,0.594235,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,40,Ronde Van Brugge - Tour of Bruges,1.UWT,2026-03-25,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,47,E3 Saxo Classic,1.UWT,2026-03-27,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,7,In Flanders Fields,1.UWT,2026-03-29,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,75,Dwars door Vlaanderen,1.UWT,2026-04-01,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,126,NXT Classic,1.1,2026-04-04,completed,sprint-friendly one-day,39.777561,39.777561,7,HESTERS Jules,oneday,0.15702,21.679243,0.986126,0.140875,129.322348,0.621307,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,5,Ronde van Vlaanderen,1.UWT,2026-04-05,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,217,Région Pays de la Loire Tour,2.Pro,2026-04-07,completed,short stage race,31.492519,31.492519,7,CRABBE Tom,sprint,0.176618,13.061609,1.000617,0.142945,76.553359,0.384153,CRABBE Tom | HESTERS Jules | VAN HEMELEN Vincent,sprint | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,56,Scheldeprijs,1.Pro,2026-04-08,completed,hard one-day,30.825429,30.825429,7,HESTERS Jules,oneday,0.15702,12.387509,0.986126,0.140875,69.969156,0.366428,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,8,Paris-Roubaix,1.UWT,2026-04-12,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,437,Ronde van Limburg,1.1,2026-04-15,completed,sprint-friendly one-day,31.935679,31.935679,7,HESTERS Jules,oneday,0.15702,17.07135,0.986126,0.140875,101.314404,0.600869,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,77,Brabantse Pijl,1.Pro,2026-04-17,completed,sprint-friendly one-day,61.417418,61.417418,7,HESTERS Jules,oneday,0.15702,30.728124,0.925804,0.132258,179.054407,0.57709,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,9,Amstel Gold Race,1.UWT,2026-04-19,completed,hard one-day,44.443668,44.443668,7,HESTERS Jules,oneday,0.15702,22.800222,0.986126,0.140875,134.127728,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,10,La Flèche Wallonne,1.UWT,2026-04-22,scheduled,hard one-day,42.221485,42.221485,7,HESTERS Jules,oneday,0.15702,21.660211,0.986126,0.140875,127.421342,0.560733,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,137.124036,137.124036,7,CRABBE Tom,sprint,0.176618,75.040442,0.94033,0.134333,409.579205,0.57681,CRABBE Tom | VANDENABEELE Henri | VAN HAUTEGEM Leander,sprint | gc | sprint
team-flanders-baloise,Team Flanders - Baloise,2026,7660,Famenne Ardenne Classic,1.1,2026-05-03,scheduled,sprint-friendly one-day,33.655726,33.655726,7,HESTERS Jules,oneday,0.15702,18.434916,0.986126,0.140875,110.112732,0.626658,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,148,Tro-Bro Leon,1.Pro,2026-05-10,scheduled,sprint-friendly one-day,75.818834,75.818834,7,HESTERS Jules,oneday,0.15702,39.865112,0.986126,0.140875,235.534231,0.583749,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,765,Tour de Hongrie,2.Pro,2026-05-13,scheduled,multi-stage race,95.723889,95.723889,7,CRABBE Tom,sprint,0.176618,46.046793,0.993682,0.141955,252.250608,0.443712,CRABBE Tom | HESTERS Jules | VAN HEMELEN Vincent,sprint | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,144,Rund um Köln,1.1,2026-05-17,scheduled,sprint-friendly one-day,27.157016,27.157016,7,HESTERS Jules,oneday,0.15702,14.563005,0.986126,0.140875,86.501239,0.604187,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,50,Veenendaal Classic,1.1,2026-05-23,scheduled,sprint-friendly one-day,19.858879,19.858879,7,HESTERS Jules,oneday,0.15702,10.196915,0.986126,0.140875,59.850677,0.559661,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,539,Grand Prix Criquielion,1.1,2026-05-24,scheduled,sprint-friendly one-day,26.284273,26.284273,7,HESTERS Jules,oneday,0.15702,13.868723,0.986126,0.140875,82.018844,0.587363,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,10204,Antwerp Port Epic,1.1,2026-05-25,scheduled,sprint-friendly one-day,34.034024,34.034024,7,HESTERS Jules,oneday,0.15702,18.368199,0.986126,0.140875,109.289306,0.610928,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,193,Tour de Wallonie,2.Pro,2026-06-01,scheduled,multi-stage race,130.052199,130.052199,7,CRABBE Tom,sprint,0.176618,61.301097,0.980762,0.140109,366.154209,0.498559,CRABBE Tom | VANDENABEELE Henri | HESTERS Jules,sprint | gc | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,349,Heistse Pijl,1.1,2026-06-06,scheduled,sprint-friendly one-day,33.558199,33.558199,7,HESTERS Jules,oneday,0.15702,18.078321,0.986126,0.140875,107.512493,0.609002,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,64,Brussels Cycling Classic,1.Pro,2026-06-07,scheduled,sprint-friendly one-day,75.342031,75.342031,7,HESTERS Jules,oneday,0.15702,39.402621,0.986126,0.140875,232.459477,0.578256,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,231,Circuit Franco-Belge,1.Pro,2026-06-10,scheduled,sprint-friendly one-day,77.583971,77.583971,7,HESTERS Jules,oneday,0.15702,40.878169,0.986126,0.140875,241.656913,0.585889,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,996,Muur Classic Geraardsbergen,1.1,2026-06-14,scheduled,sprint-friendly one-day,39.007487,39.007487,7,HESTERS Jules,oneday,0.15702,21.30582,0.986126,0.140875,127.16693,0.623626,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,60,Baloise Belgium Tour,2.Pro,2026-06-17,scheduled,multi-stage race,143.319974,143.319974,7,CRABBE Tom,sprint,0.176618,69.576142,0.998277,0.142611,393.66033,0.467116,CRABBE Tom | HESTERS Jules | VANDENABEELE Henri,sprint | oneday | gc
team-flanders-baloise,Team Flanders - Baloise,2026,32,PostNord Tour of Denmark,2.Pro,2026-07-29,scheduled,multi-stage race,109.957253,109.957253,7,CRABBE Tom,sprint,0.176618,49.510704,0.980762,0.140109,315.070258,0.511532,CRABBE Tom | VANDENABEELE Henri | HESTERS Jules,sprint | gc | oneday
team-flanders-baloise,Team Flanders - Baloise,2026,444,Gooikse Pijl,1.1,2026-09-20,scheduled,sprint-friendly one-day,15.113694,15.113694,7,HESTERS Jules,oneday,0.15702,7.534044,0.925804,0.132258,43.868921,0.573772,HESTERS Jules | VAN HEMELEN Vincent | LAMBRECHT Michiel,oneday | oneday | oneday
