team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
team-polti-visitmalta,Team Polti VisitMalta,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,37.186564,37.186564,7,LONARDI Giovanni,oneday,0.259055,22.414085,1.106782,0.158112,122.830643,0.641458,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,22014,Clásica Terres de l´Ebre,1.1,2026-03-21,completed,sprint-friendly one-day,43.847796,43.847796,7,LONARDI Giovanni,oneday,0.259055,27.480833,1.106782,0.158112,152.195283,0.685068,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,4,Milano-Sanremo,1.UWT,2026-03-21,completed,hard one-day,35.141307,35.141307,7,LONARDI Giovanni,oneday,0.259055,20.383445,1.106782,0.158112,110.489897,0.600177,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,114,Coppi e Bartali,2.1,2026-03-25,completed,multi-stage race,41.965765,41.965765,7,LONARDI Giovanni,oneday,0.259055,19.486703,1.225919,0.175131,110.901705,0.417607,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,260,La Roue Tourangelle,1.1,2026-03-29,completed,sprint-friendly one-day,20.606747,20.606747,7,LONARDI Giovanni,oneday,0.259055,12.177034,1.106782,0.158112,66.360655,0.619963,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,145,Paris - Camembert,1.1,2026-03-31,completed,sprint-friendly one-day,22.501788,22.501788,7,LONARDI Giovanni,oneday,0.259055,13.16216,1.106782,0.158112,71.520423,0.609079,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,134,Route Adélie de Vitré,1.1,2026-04-03,completed,hard one-day,13.117311,13.117311,7,LONARDI Giovanni,oneday,0.259055,7.305528,1.186512,0.169502,39.312942,0.523687,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,217,Région Pays de la Loire Tour,2.Pro,2026-04-07,completed,short stage race,39.712872,39.712872,7,LONARDI Giovanni,oneday,0.259055,18.357403,1.225919,0.175131,102.788721,0.403484,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,139,Tour of Hainan,2.Pro,2026-04-15,completed,multi-stage race,165.663889,165.663889,7,LONARDI Giovanni,oneday,0.259055,77.884619,1.193368,0.170481,452.755868,0.456777,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,15075,Classic Grand Besançon Doubs,1.1,2026-04-17,completed,sprint-friendly one-day,39.875501,39.875501,7,LONARDI Giovanni,oneday,0.259055,24.738002,1.106782,0.158112,136.63463,0.67352,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,1285,Tour du Jura,1.1,2026-04-18,completed,sprint-friendly one-day,31.29668,31.29668,7,LONARDI Giovanni,oneday,0.259055,19.035454,1.106782,0.158112,104.576159,0.65142,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,62,Tour of the Alps,2.Pro,2026-04-20,scheduled,multi-stage race,110.128587,110.128587,7,LONARDI Giovanni,oneday,0.259055,53.471252,1.225919,0.175131,334.198973,0.519413,LONARDI Giovanni | CRESCIOLI Ludovico | PESENTI Thomas,oneday | hills | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,139.346443,139.346443,7,LONARDI Giovanni,oneday,0.259055,66.114225,1.208177,0.172597,400.238845,0.48396,LONARDI Giovanni | CRESCIOLI Ludovico | PESENTI Thomas,oneday | hills | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,149,Giro dell'Appennino,1.1,2026-04-26,scheduled,sprint-friendly one-day,30.200023,30.200023,7,LONARDI Giovanni,oneday,0.259055,18.427969,1.106782,0.158112,101.328451,0.655004,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,13,Giro d'Italia,2.UWT,2026-05-08,scheduled,multi-stage race,90.159162,90.159162,7,LONARDI Giovanni,oneday,0.259055,42.56998,1.225919,0.175131,256.124457,0.46907,LONARDI Giovanni | CRESCIOLI Ludovico | PESENTI Thomas,oneday | hills | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,765,Tour de Hongrie,2.Pro,2026-05-13,scheduled,multi-stage race,96.883088,96.883088,7,LONARDI Giovanni,oneday,0.259055,45.184055,1.225919,0.175131,258.891559,0.425278,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,50,Veenendaal Classic,1.1,2026-05-23,scheduled,sprint-friendly one-day,16.542893,16.542893,7,LONARDI Giovanni,oneday,0.259055,9.603103,1.106782,0.158112,52.066178,0.601004,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,10204,Antwerp Port Epic,1.1,2026-05-25,scheduled,sprint-friendly one-day,28.258778,28.258778,7,LONARDI Giovanni,oneday,0.259055,17.145432,1.106782,0.158112,94.129138,0.648699,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,13188,Mercan'Tour Classic Alpes-Maritimes,1.1,2026-06-03,scheduled,sprint-friendly one-day,52.170088,52.170088,7,LONARDI Giovanni,oneday,0.259055,32.605265,1.106782,0.158112,180.441957,0.681882,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,64,Brussels Cycling Classic,1.Pro,2026-06-07,scheduled,sprint-friendly one-day,74.440965,74.440965,7,LONARDI Giovanni,oneday,0.259055,43.921034,1.106782,0.158112,239.249189,0.618303,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,24060,Copenhagen Sprint,1.UWT,2026-06-14,scheduled,hard one-day,41.730302,41.730302,7,LONARDI Giovanni,oneday,0.259055,24.205341,1.106782,0.158112,131.206753,0.600177,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,211,Tour of Slovenia,2.Pro,2026-06-17,scheduled,multi-stage race,116.94621,116.94621,7,LONARDI Giovanni,oneday,0.259055,55.985737,1.225919,0.175131,340.763976,0.488043,LONARDI Giovanni | CRESCIOLI Ludovico | PESENTI Thomas,oneday | hills | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,212,Route d'Occitanie,2.1,2026-06-18,scheduled,short stage race,33.912137,33.912137,7,LONARDI Giovanni,oneday,0.259055,15.806985,1.225919,0.175131,90.099831,0.421292,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,18948,Andorra MoraBanc Clàssica,1.1,2026-06-21,scheduled,sprint-friendly one-day,55.278491,55.278491,7,LONARDI Giovanni,oneday,0.259055,35.0988,1.106782,0.158112,195.048982,0.7,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,127,Tour of Magnificent Qinghai,2.Pro,2026-07-05,scheduled,multi-stage race,207.264569,207.264569,7,LONARDI Giovanni,oneday,0.259055,101.499484,1.13263,0.161804,644.501411,0.578901,LONARDI Giovanni | MUÑOZ Francisco | CRESCIOLI Ludovico,oneday | gc | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,207,Villafranca de Ordizia,1.1,2026-07-25,scheduled,sprint-friendly one-day,22.67629,22.67629,7,LONARDI Giovanni,oneday,0.259055,13.272502,1.106782,0.158112,72.132947,0.609742,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,85,Vuelta a Castilla y León,1.1,2026-07-26,scheduled,sprint-friendly one-day,48.842424,48.842424,7,LONARDI Giovanni,oneday,0.259055,30.265746,1.106782,0.158112,167.113918,0.672211,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,32,PostNord Tour of Denmark,2.Pro,2026-07-29,scheduled,multi-stage race,93.751919,93.751919,7,LONARDI Giovanni,oneday,0.259055,45.319951,1.225919,0.175131,281.772564,0.511851,LONARDI Giovanni | CRESCIOLI Ludovico | PESENTI Thomas,oneday | hills | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,202,Circuito de Getxo,1.1,2026-08-02,scheduled,sprint-friendly one-day,17.094677,17.094677,7,LONARDI Giovanni,oneday,0.259055,9.861433,1.106782,0.158112,53.368982,0.594412,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,259,Arctic Race of Norway,2.Pro,2026-08-13,scheduled,short stage race,107.402284,107.402284,7,LONARDI Giovanni,oneday,0.259055,50.583154,1.225919,0.175131,298.259878,0.452506,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,15209,Czech Tour,2.Pro,2026-08-13,scheduled,short stage race,27.059687,27.059687,7,LONARDI Giovanni,oneday,0.259055,12.61862,1.225919,0.175131,71.994313,0.422257,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,203,Polynormande,1.1,2026-08-16,scheduled,sprint-friendly one-day,14.991955,14.991955,7,LONARDI Giovanni,oneday,0.259055,8.639676,1.106782,0.158112,46.74306,0.59335,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,209,GP Kranj,1.1,2026-08-30,scheduled,sprint-friendly one-day,35.327236,35.327236,7,LONARDI Giovanni,oneday,0.259055,21.293381,1.106782,0.158112,116.689112,0.641458,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,263,GP Industria & Artigianato,1.Pro,2026-09-06,scheduled,sprint-friendly one-day,84.82321,84.82321,7,LONARDI Giovanni,oneday,0.259055,51.015797,1.106782,0.158112,279.400982,0.639076,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,4025,Giro della Toscana,1.1,2026-09-09,scheduled,sprint-friendly one-day,34.420651,34.420651,7,LONARDI Giovanni,oneday,0.259055,20.875237,1.106782,0.158112,114.592662,0.648235,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,160,Coppa Sabatini,1.Pro,2026-09-10,scheduled,sprint-friendly one-day,58.786035,58.786035,7,LONARDI Giovanni,oneday,0.259055,33.585824,1.147583,0.16394,181.245595,0.564612,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,68,Memorial Pantani,1.1,2026-09-12,scheduled,sprint-friendly one-day,17.12049,17.12049,7,LONARDI Giovanni,oneday,0.259055,9.837105,1.106782,0.158112,53.175039,0.590247,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,205,Trofeo Matteotti,1.1,2026-09-13,scheduled,sprint-friendly one-day,28.915438,28.915438,7,LONARDI Giovanni,oneday,0.259055,17.351748,1.106782,0.158112,94.971764,0.63662,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,752,Giro d'Abruzzo,2.1,2026-09-15,scheduled,short stage race,71.173854,71.173854,7,LONARDI Giovanni,oneday,0.259055,32.250878,1.209428,0.172775,173.40692,0.363015,LONARDI Giovanni | PEÑALVER Manuel | CRESCIOLI Ludovico,oneday | oneday | hills
team-polti-visitmalta,Team Polti VisitMalta,2026,88,Giro del Lazio,1.1,2026-09-19,scheduled,sprint-friendly one-day,35.327236,35.327236,7,LONARDI Giovanni,oneday,0.259055,21.293381,1.106782,0.158112,116.689112,0.641458,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,163,Giro della Romagna,1.1,2026-09-20,scheduled,sprint-friendly one-day,62.892462,62.892462,7,LONARDI Giovanni,oneday,0.259055,39.841414,1.106782,0.158112,221.271845,0.697345,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,29,Giro dell'Emilia,1.Pro,2026-10-03,scheduled,hard one-day,36.883855,36.883855,7,LONARDI Giovanni,oneday,0.259055,17.536,1.186512,0.169502,90.333118,0.381375,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,262,Coppa Agostoni,1.1,2026-10-04,scheduled,sprint-friendly one-day,23.622889,23.622889,7,LONARDI Giovanni,oneday,0.259055,13.936064,1.106782,0.158112,75.910667,0.618171,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,196,Coppa Bernocchi,1.Pro,2026-10-05,scheduled,sprint-friendly one-day,83.906688,83.906688,7,LONARDI Giovanni,oneday,0.259055,50.427833,1.106782,0.158112,276.124891,0.63828,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,190,Tre Valli Varesine,1.Pro,2026-10-06,scheduled,sprint-friendly one-day,65.075553,65.075553,7,LONARDI Giovanni,oneday,0.259055,37.836554,1.106782,0.158112,205.237822,0.602691,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,27048,Trofeo Tessile & Moda - Valdengo Oropa,1.1,2026-10-11,scheduled,sprint-friendly one-day,65.643208,65.643208,7,LONARDI Giovanni,oneday,0.259055,41.679825,1.106782,0.158112,231.620666,0.7,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,183,Giro del Veneto,1.Pro,2026-10-14,scheduled,sprint-friendly one-day,68.530397,68.530397,7,LONARDI Giovanni,oneday,0.259055,41.9146,1.106782,0.158112,230.619035,0.657592,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
team-polti-visitmalta,Team Polti VisitMalta,2026,15208,Veneto Classic,1.Pro,2026-10-18,scheduled,sprint-friendly one-day,63.307583,63.307583,7,LONARDI Giovanni,oneday,0.259055,38.572343,1.106782,0.158112,212.008042,0.653345,LONARDI Giovanni | PEÑALVER Manuel | CROZZOLO Fabrizio,oneday | oneday | oneday
