team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
unibet-rose-rockets,Unibet Rose Rockets,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,39.480417,39.480417,7,GROENEWEGEN Dylan,sprint,0.978735,25.662342,2.368396,0.338342,137.545425,0.603261,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,89,Milano - Torino,1.Pro,2026-03-18,completed,sprint-friendly one-day,69.230862,69.230862,7,GROENEWEGEN Dylan,sprint,0.978735,43.856466,2.904514,0.414931,236.899275,0.515612,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,122,Nokere Koerse,1.Pro,2026-03-18,completed,sprint-friendly one-day,60.775939,60.775939,7,GROENEWEGEN Dylan,sprint,0.978735,37.736226,2.904514,0.414931,205.850277,0.506564,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,146,GP de Denain,1.Pro,2026-03-19,completed,sprint-friendly one-day,82.37859,82.37859,7,GROENEWEGEN Dylan,sprint,0.978735,52.034069,2.904514,0.414931,281.470089,0.514291,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,123,Bredene Koksijde Classic,1.Pro,2026-03-20,completed,sprint-friendly one-day,70.754198,70.754198,7,GROENEWEGEN Dylan,sprint,0.978735,43.148407,2.904514,0.414931,237.476444,0.498595,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,4,Milano-Sanremo,1.UWT,2026-03-21,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,2729,GP Jean-Pierre Monseré,1.1,2026-03-22,completed,sprint-friendly one-day,31.593891,31.593891,7,GROENEWEGEN Dylan,sprint,0.978735,20.302422,2.747461,0.392494,109.120276,0.550156,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,40,Ronde Van Brugge - Tour of Bruges,1.UWT,2026-03-25,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,47,E3 Saxo Classic,1.UWT,2026-03-27,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,7,In Flanders Fields,1.UWT,2026-03-29,completed,hard one-day,37.081506,37.081506,7,GROENEWEGEN Dylan,sprint,0.978735,23.0831,2.904514,0.414931,124.437247,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,260,La Roue Tourangelle,1.1,2026-03-29,completed,sprint-friendly one-day,21.790875,21.790875,7,GROENEWEGEN Dylan,sprint,0.978735,13.761676,2.904514,0.414931,74.448077,0.514211,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,145,Paris - Camembert,1.1,2026-03-31,completed,sprint-friendly one-day,23.743388,23.743388,7,GROENEWEGEN Dylan,sprint,0.978735,14.778108,2.904514,0.414931,80.518534,0.507645,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,75,Dwars door Vlaanderen,1.UWT,2026-04-01,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,134,Route Adélie de Vitré,1.1,2026-04-03,completed,hard one-day,13.723988,13.723988,7,GROENEWEGEN Dylan,sprint,0.978735,8.055541,2.904514,0.414931,44.723845,0.473258,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,126,NXT Classic,1.1,2026-04-04,completed,sprint-friendly one-day,41.761564,41.761564,7,GROENEWEGEN Dylan,sprint,0.978735,27.718003,2.368396,0.338342,148.39423,0.621307,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,5,Ronde van Vlaanderen,1.UWT,2026-04-05,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,217,Région Pays de la Loire Tour,2.Pro,2026-04-07,completed,short stage race,32.369779,32.369779,7,GROENEWEGEN Dylan,sprint,0.978735,21.164148,2.944577,0.420654,96.214771,0.393369,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,56,Scheldeprijs,1.Pro,2026-04-08,completed,hard one-day,31.611909,31.611909,7,GROENEWEGEN Dylan,sprint,0.978735,17.112945,2.904514,0.414931,85.793039,0.331735,GROENEWEGEN Dylan | VENTURINI Clément | KUBIŠ Lukáš,sprint | oneday | fallback
unibet-rose-rockets,Unibet Rose Rockets,2026,8,Paris-Roubaix,1.UWT,2026-04-12,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,437,Ronde van Limburg,1.1,2026-04-15,completed,sprint-friendly one-day,33.446865,33.446865,7,GROENEWEGEN Dylan,sprint,0.978735,21.666221,2.368396,0.338342,116.217228,0.600869,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,77,Brabantse Pijl,1.Pro,2026-04-17,completed,sprint-friendly one-day,51.04234,51.04234,7,GROENEWEGEN Dylan,sprint,0.978735,30.400406,2.904514,0.414931,169.302015,0.488345,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,15075,Classic Grand Besançon Doubs,1.1,2026-04-17,completed,sprint-friendly one-day,42.612859,42.612859,7,GROENEWEGEN Dylan,sprint,0.978735,28.824773,2.368396,0.338342,154.093482,0.637608,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,1285,Tour du Jura,1.1,2026-04-18,completed,sprint-friendly one-day,41.626333,41.626333,7,GROENEWEGEN Dylan,sprint,0.978735,27.38623,2.368396,0.338342,146.719045,0.613853,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,9,Amstel Gold Race,1.UWT,2026-04-19,completed,hard one-day,46.351882,46.351882,7,GROENEWEGEN Dylan,sprint,0.978735,28.853875,2.904514,0.414931,155.546556,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,10,La Flèche Wallonne,1.UWT,2026-04-22,scheduled,hard one-day,44.034288,44.034288,7,GROENEWEGEN Dylan,sprint,0.978735,27.411181,2.904514,0.414931,147.76923,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,139.058305,139.058305,7,GROENEWEGEN Dylan,sprint,0.978735,109.343845,2.711039,0.387291,486.406511,0.577658,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,35,Eschborn-Frankfurt,1.UWT,2026-05-01,scheduled,hard one-day,37.081506,37.081506,7,GROENEWEGEN Dylan,sprint,0.978735,23.0831,2.904514,0.414931,124.437247,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,7660,Famenne Ardenne Classic,1.1,2026-05-03,scheduled,sprint-friendly one-day,35.35684,35.35684,7,GROENEWEGEN Dylan,sprint,0.978735,23.614596,2.368396,0.338342,126.364245,0.626658,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,513,Tour of Hellas,2.1,2026-05-06,scheduled,multi-stage race,51.58181,51.58181,7,GROENEWEGEN Dylan,sprint,0.978735,35.217844,2.944577,0.420654,155.294562,0.403312,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,13,Giro d'Italia,2.UWT,2026-05-08,scheduled,multi-stage race,90.32811,90.32811,7,GROENEWEGEN Dylan,sprint,0.978735,66.076127,2.711039,0.387291,301.267816,0.535425,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,180,Grand Prix du Morbihan,1.Pro,2026-05-09,scheduled,sprint-friendly one-day,50.755556,50.755556,7,GROENEWEGEN Dylan,sprint,0.978735,30.424451,2.904514,0.414931,168.890642,0.491108,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,148,Tro-Bro Leon,1.Pro,2026-05-10,scheduled,sprint-friendly one-day,66.731148,66.731148,7,GROENEWEGEN Dylan,sprint,0.978735,42.336071,2.747461,0.392494,228.542632,0.54262,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,537,Circuit de Wallonie,1.1,2026-05-14,scheduled,sprint-friendly one-day,35.577789,35.577789,7,GROENEWEGEN Dylan,sprint,0.978735,23.769602,2.368396,0.338342,127.190579,0.626926,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,147,Tour du Finistère,1.1,2026-05-16,scheduled,sprint-friendly one-day,14.573535,14.573535,7,GROENEWEGEN Dylan,sprint,0.978735,8.730153,2.904514,0.414931,48.478167,0.490828,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,144,Rund um Köln,1.1,2026-05-17,scheduled,sprint-friendly one-day,28.453378,28.453378,7,GROENEWEGEN Dylan,sprint,0.978735,18.505153,2.368396,0.338342,99.22992,0.604187,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,182,Boucles de l'Aulne,1.1,2026-05-17,scheduled,sprint-friendly one-day,24.987172,24.987172,7,GROENEWEGEN Dylan,sprint,0.978735,15.967933,2.747461,0.392494,85.986086,0.546875,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,24917,Classique Dunkerque,1.Pro,2026-05-19,scheduled,sprint-friendly one-day,140.71971,140.71971,7,GROENEWEGEN Dylan,sprint,0.978735,98.311481,2.368396,0.338342,524.280833,0.666071,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,175,4 Jours de Dunkerque,2.Pro,2026-05-20,scheduled,multi-stage race,136.414428,136.414428,7,GROENEWEGEN Dylan,sprint,0.978735,102.694445,2.711039,0.387291,466.693478,0.557732,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,343,Boucles de la Mayenne,2.Pro,2026-05-28,scheduled,short stage race,105.50595,105.50595,7,GROENEWEGEN Dylan,sprint,0.978735,73.017639,2.789495,0.398499,336.000385,0.481758,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,13188,Mercan'Tour Classic Alpes-Maritimes,1.1,2026-06-03,scheduled,sprint-friendly one-day,55.84207,55.84207,7,GROENEWEGEN Dylan,sprint,0.978735,38.164927,2.368396,0.338342,203.86439,0.646596,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,250,Tour of Estonia,2.1,2026-06-04,scheduled,short stage race,16.419734,16.419734,7,GROENEWEGEN Dylan,sprint,0.978735,9.370373,2.879717,0.411388,50.166212,0.428392,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,24060,Copenhagen Sprint,1.UWT,2026-06-14,scheduled,hard one-day,44.034288,44.034288,7,GROENEWEGEN Dylan,sprint,0.978735,27.411181,2.904514,0.414931,147.76923,0.498444,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,60,Baloise Belgium Tour,2.Pro,2026-06-17,scheduled,multi-stage race,122.865089,122.865089,7,GROENEWEGEN Dylan,sprint,0.978735,89.019657,2.854355,0.407765,404.275707,0.493711,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,212,Route d'Occitanie,2.1,2026-06-18,scheduled,short stage race,34.484891,34.484891,7,GROENEWEGEN Dylan,sprint,0.978735,22.197389,2.893121,0.413303,103.538202,0.408987,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,258,Sibiu Cycling Tour,2.1,2026-07-04,scheduled,short stage race,57.049171,57.049171,7,GROENEWEGEN Dylan,sprint,0.978735,38.379755,2.944577,0.420654,170.656054,0.398309,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,63,Tour de l'Ain,2.1,2026-07-28,scheduled,short stage race,39.245373,39.245373,7,GROENEWEGEN Dylan,sprint,0.978735,24.853013,2.893121,0.413303,114.561038,0.387344,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,192,Vuelta a Burgos,2.Pro,2026-08-04,scheduled,multi-stage race,128.559935,128.559935,7,GROENEWEGEN Dylan,sprint,0.978735,90.364385,2.67698,0.382426,433.801001,0.549503,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,203,Polynormande,1.1,2026-08-16,scheduled,sprint-friendly one-day,18.726347,18.726347,7,GROENEWEGEN Dylan,sprint,0.978735,11.408524,2.904514,0.414931,62.820568,0.498155,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,191,Tour du Limousin,2.1,2026-08-18,scheduled,short stage race,39.029924,39.029924,7,GROENEWEGEN Dylan,sprint,0.978735,25.130577,2.893121,0.413303,117.151295,0.408768,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,187,Tour du Poitou-Charentes,2.1,2026-08-25,scheduled,short stage race,45.293871,45.293871,7,GROENEWEGEN Dylan,sprint,0.978735,29.812405,2.944577,0.420654,136.897336,0.406372,GROENEWEGEN Dylan | KUBIŠ Lukáš | VENTURINI Clément,sprint | fallback | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,92,GP de Fourmies,1.Pro,2026-09-13,scheduled,sprint-friendly one-day,76.592778,76.592778,7,GROENEWEGEN Dylan,sprint,0.978735,48.170668,2.904514,0.414931,261.122641,0.512329,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,444,Gooikse Pijl,1.1,2026-09-20,scheduled,sprint-friendly one-day,15.693824,15.693824,7,GROENEWEGEN Dylan,sprint,0.978735,9.303456,2.904514,0.414931,51.93379,0.486343,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,949,Paris-Chauny,1.1,2026-09-27,scheduled,sprint-friendly one-day,26.730013,26.730013,7,GROENEWEGEN Dylan,sprint,0.978735,16.924043,2.904514,0.414931,91.442005,0.515372,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
unibet-rose-rockets,Unibet Rose Rockets,2026,94,Tour de Vendée,1.1,2026-10-04,scheduled,sprint-friendly one-day,36.501487,36.501487,7,GROENEWEGEN Dylan,sprint,0.978735,23.746991,2.368396,0.338342,127.334834,0.604454,GROENEWEGEN Dylan | VENTURINI Clément | JOHANNINK Jelle,sprint | oneday | oneday
