team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,37.38857,37.38857,7,LEITÃO Iúri,oneday,0.277158,22.718589,1.222565,0.174652,120.806437,0.611961,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,18946,Muscat Classic,1.Pro,2026-02-06,completed,sprint-friendly one-day,35.744269,35.744269,7,LEITÃO Iúri,oneday,0.277158,22.642028,1.222565,0.174652,120.874897,0.651065,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,57,Tour of Oman,2.Pro,2026-02-07,completed,multi-stage race,136.989939,136.989939,7,BERWICK Sebastian,hills,0.260099,67.668253,1.387139,0.198163,401.147135,0.475941,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,74,Vuelta a Murcia,2.1,2026-02-13,completed,sprint-friendly one-day,15.293196,15.293196,7,LEITÃO Iúri,oneday,0.277158,9.03037,1.222565,0.174652,47.895395,0.58617,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,18947,Figueira Champions Classic,1.Pro,2026-02-14,completed,sprint-friendly one-day,83.482351,83.482351,7,LEITÃO Iúri,oneday,0.277158,52.99319,1.222565,0.174652,282.958474,0.653087,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,129,Clasica de Almeria,1.Pro,2026-02-15,completed,sprint-friendly one-day,80.752399,80.752399,7,LEITÃO Iúri,oneday,0.277158,48.381491,1.222565,0.174652,256.963851,0.599237,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,16519,Clásica Jaén,1.1,2026-02-16,completed,sprint-friendly one-day,54.2996,54.2996,7,LEITÃO Iúri,oneday,0.277158,34.209991,1.222565,0.174652,182.542056,0.645896,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,110,Vuelta a Andalucía,2.Pro,2026-02-18,completed,multi-stage race,122.125525,122.125525,7,BERWICK Sebastian,hills,0.260099,60.853566,1.347636,0.192519,356.821041,0.485383,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,107,Volta ao Algarve,2.Pro,2026-02-18,completed,multi-stage race,91.875673,91.875673,7,BERWICK Sebastian,hills,0.260099,49.038331,1.331145,0.190164,289.280133,0.548675,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,121,Faun-Ardèche Classic,1.Pro,2026-02-28,completed,sprint-friendly one-day,47.334345,47.334345,7,LEITÃO Iúri,oneday,0.277158,27.115602,1.222565,0.174652,143.389051,0.559539,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,27602,Visit South Aegean GP,1.1,2026-02-28,completed,sprint-friendly one-day,29.910856,29.910856,7,LEITÃO Iúri,oneday,0.277158,18.174871,1.222565,0.174652,96.645149,0.611961,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,432,Faun Drome Classic,1.Pro,2026-03-01,completed,hard one-day,44.559542,44.559542,7,LEITÃO Iúri,oneday,0.277158,25.206959,1.2667,0.180957,133.095642,0.530438,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,27604,Region on Dodecanese GP,1.1,2026-03-01,completed,sprint-friendly one-day,29.910856,29.910856,7,LEITÃO Iúri,oneday,0.277158,18.174871,1.222565,0.174652,96.645149,0.611961,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,112,Trofeo Laigueglia,1.Pro,2026-03-04,completed,sprint-friendly one-day,60.77821,60.77821,7,LEITÃO Iúri,oneday,0.277158,34.974468,1.222565,0.174652,185.030294,0.563454,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,3,Tirreno-Adriatico,2.UWT,2026-03-09,completed,multi-stage race,111.970295,111.970295,7,BERWICK Sebastian,hills,0.260099,56.245432,1.347636,0.192519,332.171771,0.497032,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,89,Milano - Torino,1.Pro,2026-03-18,completed,sprint-friendly one-day,65.766942,65.766942,7,LEITÃO Iúri,oneday,0.277158,39.268747,1.222565,0.174652,208.496434,0.596149,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,122,Nokere Koerse,1.Pro,2026-03-18,completed,sprint-friendly one-day,57.894843,57.894843,7,LEITÃO Iúri,oneday,0.277158,34.090831,1.222565,0.174652,180.76272,0.583689,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,146,GP de Denain,1.Pro,2026-03-19,completed,sprint-friendly one-day,78.288343,78.288343,7,LEITÃO Iúri,oneday,0.277158,46.650845,1.222565,0.174652,247.643781,0.59433,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,123,Bredene Koksijde Classic,1.Pro,2026-03-20,completed,sprint-friendly one-day,67.565195,67.565195,7,LEITÃO Iúri,oneday,0.277158,39.294343,1.222565,0.174652,208.101929,0.572717,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,22014,Clásica Terres de l´Ebre,1.1,2026-03-21,completed,sprint-friendly one-day,55.134462,55.134462,7,LEITÃO Iúri,oneday,0.277158,34.824034,1.222565,0.174652,185.860803,0.648309,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,2729,GP Jean-Pierre Monseré,1.1,2026-03-22,completed,sprint-friendly one-day,29.953274,29.953274,7,LEITÃO Iúri,oneday,0.277158,18.06409,1.222565,0.174652,96.001572,0.605192,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,14,Volta Ciclista a Catalunya,2.UWT,2026-03-23,completed,multi-stage race,89.576236,89.576236,7,BERWICK Sebastian,hills,0.260099,44.996345,1.347636,0.192519,265.737415,0.497032,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,124,Classic Loire Atlantique,1.2,2026-03-28,completed,sprint-friendly one-day,14.880458,14.880458,7,LEITÃO Iúri,oneday,0.277158,8.960874,1.222565,0.174652,47.61595,0.603855,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,260,La Roue Tourangelle,1.1,2026-03-29,completed,sprint-friendly one-day,20.709424,20.709424,7,LEITÃO Iúri,oneday,0.277158,12.338931,1.222565,0.174652,65.499857,0.59422,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,145,Paris - Camembert,1.1,2026-03-31,completed,sprint-friendly one-day,22.610342,22.610342,7,LEITÃO Iúri,oneday,0.277158,13.336171,1.222565,0.174652,70.72496,0.585178,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,134,Route Adélie de Vitré,1.1,2026-04-03,completed,hard one-day,13.172368,13.172368,7,LEITÃO Iúri,oneday,0.277158,7.400574,1.2667,0.180957,39.002428,0.523687,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,48,GP Miguel Indurain,1.Pro,2026-04-04,completed,sprint-friendly one-day,69.485641,69.485641,7,LEITÃO Iúri,oneday,0.277158,40.771387,1.222565,0.174652,216.111421,0.580546,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,6,Itzulia Basque Country,2.UWT,2026-04-06,completed,multi-stage race,89.576236,89.576236,7,BERWICK Sebastian,hills,0.260099,44.996345,1.347636,0.192519,265.737415,0.497032,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,217,Région Pays de la Loire Tour,2.Pro,2026-04-07,completed,short stage race,31.69905,31.69905,7,LEITÃO Iúri,oneday,0.277158,14.807924,1.366647,0.195235,81.864488,0.391853,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,16526,O Gran Camiño,2.1,2026-04-14,completed,short stage race,51.785298,51.785298,7,LEITÃO Iúri,oneday,0.277158,23.774884,1.337617,0.191088,128.483179,0.373632,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,139,Tour of Hainan,2.Pro,2026-04-15,completed,multi-stage race,164.467838,164.467838,7,BERWICK Sebastian,hills,0.260099,79.116987,1.387139,0.198163,472.503687,0.461559,BERWICK Sebastian | LEITÃO Iúri | GAVIRIA Fernando,hills | oneday | sprint
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,437,Ronde van Limburg,1.1,2026-04-15,completed,sprint-friendly one-day,25.339421,25.339421,7,LEITÃO Iúri,oneday,0.277158,15.367605,1.222565,0.174652,81.714198,0.610319,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,77,Brabantse Pijl,1.Pro,2026-04-17,completed,sprint-friendly one-day,48.896339,48.896339,7,LEITÃO Iúri,oneday,0.277158,27.980059,1.222565,0.174652,147.94435,0.558602,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,9,Amstel Gold Race,1.UWT,2026-04-19,completed,hard one-day,35.310628,35.310628,7,LEITÃO Iúri,oneday,0.277158,20.654247,1.222565,0.174652,109.168813,0.575744,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,10,La Flèche Wallonne,1.UWT,2026-04-22,scheduled,hard one-day,41.931371,41.931371,7,LEITÃO Iúri,oneday,0.277158,24.526919,1.222565,0.174652,129.637965,0.575744,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,153,Vuelta a Asturias,2.1,2026-04-23,scheduled,short stage race,37.485337,37.485337,7,LEITÃO Iúri,oneday,0.277158,17.405047,1.337617,0.191088,94.464065,0.383749,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,138.086841,138.086841,7,BERWICK Sebastian,hills,0.260099,69.745824,1.284651,0.183522,426.753077,0.552116,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,11,Liège-Bastogne-Liège,1.UWT,2026-04-26,scheduled,hard one-day,35.310628,35.310628,7,LEITÃO Iúri,oneday,0.277158,20.654247,1.222565,0.174652,109.168813,0.575744,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,3277,GP Anicolor,2.1,2026-05-01,scheduled,multi-stage race,45.477127,45.477127,7,LEITÃO Iúri,oneday,0.277158,21.275794,1.366647,0.195235,119.618487,0.404254,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,180,Grand Prix du Morbihan,1.Pro,2026-05-09,scheduled,sprint-friendly one-day,57.688799,57.688799,7,LEITÃO Iúri,oneday,0.277158,33.156674,1.222565,0.174652,175.392372,0.562406,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,148,Tro-Bro Leon,1.Pro,2026-05-10,scheduled,sprint-friendly one-day,75.262755,75.262755,7,LEITÃO Iúri,oneday,0.277158,44.985331,1.222565,0.174652,238.872158,0.597087,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,765,Tour de Hongrie,2.Pro,2026-05-13,scheduled,multi-stage race,96.359997,96.359997,7,LEITÃO Iúri,oneday,0.277158,45.411079,1.387139,0.198163,264.922799,0.429449,LEITÃO Iúri | BERWICK Sebastian | GAVIRIA Fernando,oneday | hills | sprint
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,147,Tour du Finistère,1.1,2026-05-16,scheduled,sprint-friendly one-day,13.950085,13.950085,7,LEITÃO Iúri,oneday,0.277158,8.01426,1.222565,0.174652,42.392011,0.562021,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,182,Boucles de l'Aulne,1.1,2026-05-17,scheduled,sprint-friendly one-day,23.708064,23.708064,7,LEITÃO Iúri,oneday,0.277158,14.242378,1.222565,0.174652,75.663336,0.601663,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,4008,GP Beiras e Serra da Estrela,2.1,2026-05-20,scheduled,short stage race,36.923949,36.923949,7,LEITÃO Iúri,oneday,0.277158,17.251613,1.366647,0.195235,94.542738,0.386117,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,343,Boucles de la Mayenne,2.Pro,2026-05-28,scheduled,short stage race,123.656103,123.656103,7,BERWICK Sebastian,hills,0.260099,60.895725,1.390632,0.198662,353.555028,0.456187,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,13188,Mercan'Tour Classic Alpes-Maritimes,1.1,2026-06-03,scheduled,sprint-friendly one-day,52.476776,52.476776,7,LEITÃO Iúri,oneday,0.277158,33.053431,1.222565,0.174652,176.366833,0.645662,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,349,Heistse Pijl,1.1,2026-06-06,scheduled,sprint-friendly one-day,33.27,33.27,7,LEITÃO Iúri,oneday,0.277158,20.315712,1.222565,0.174652,108.093765,0.616605,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,15,Tour Auvergne - Rhône-Alpes,2.UWT,2026-06-07,scheduled,multi-stage race,89.576236,89.576236,7,BERWICK Sebastian,hills,0.260099,44.996345,1.347636,0.192519,265.737415,0.497032,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,64,Brussels Cycling Classic,1.Pro,2026-06-07,scheduled,sprint-friendly one-day,62.997967,62.997967,7,LEITÃO Iúri,oneday,0.277158,37.477449,1.222565,0.174652,198.915742,0.592841,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,231,Circuit Franco-Belge,1.Pro,2026-06-10,scheduled,sprint-friendly one-day,64.847728,64.847728,7,LEITÃO Iúri,oneday,0.277158,38.831172,1.222565,0.174652,206.229439,0.598741,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,211,Tour of Slovenia,2.Pro,2026-06-17,scheduled,multi-stage race,116.319488,116.319488,7,BERWICK Sebastian,hills,0.260099,59.824041,1.331145,0.190164,351.263412,0.515223,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,212,Route d'Occitanie,2.1,2026-06-18,scheduled,short stage race,33.840765,33.840765,7,LEITÃO Iúri,oneday,0.277158,15.939122,1.366647,0.195235,89.787723,0.410213,LEITÃO Iúri | BERWICK Sebastian | MOLENAAR Alex,oneday | hills | oneday
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,18948,Andorra MoraBanc Clàssica,1.1,2026-06-21,scheduled,sprint-friendly one-day,55.617846,55.617846,7,LEITÃO Iúri,oneday,0.277158,35.586116,1.222565,0.174652,190.146639,0.660714,LEITÃO Iúri | MOLENAAR Alex | BERWICK Sebastian,oneday | oneday | hills
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,17,Tour de France,2.UWT,2026-07-04,scheduled,multi-stage race,89.576236,89.576236,7,BERWICK Sebastian,hills,0.260099,44.996345,1.347636,0.192519,265.737415,0.497032,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
caja-rural-seguros-rga,Caja Rural - Seguros RGA,2026,127,Tour of Magnificent Qinghai,2.Pro,2026-07-05,scheduled,multi-stage race,172.252131,172.252131,7,BERWICK Sebastian,hills,0.260099,92.743989,1.284651,0.183522,583.499293,0.62926,BERWICK Sebastian | LEITÃO Iúri | CASTELLON Jan,hills | oneday | gc
