team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
burgos-burpellet-bh,Burgos Burpellet BH,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,29.449619,29.449619,7,BURNETT Josh,oneday,0.182212,15.796007,1.157813,0.165402,93.461613,0.56516,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,22014,Clásica Terres de l´Ebre,1.1,2026-03-21,completed,sprint-friendly one-day,54.267257,54.267257,7,BURNETT Josh,oneday,0.182212,30.409167,1.157813,0.165402,177.107524,0.588538,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,14,Volta Ciclista a Catalunya,2.UWT,2026-03-23,completed,multi-stage race,89.081828,89.081828,7,DÍAZ José Manuel,fallback,0.24675,48.286702,1.225024,0.175003,268.170201,0.490506,DÍAZ José Manuel | HERRADA Jesús | QUARTUCCI Lorenzo,fallback | gc | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,40,Ronde Van Brugge - Tour of Bruges,1.UWT,2026-03-25,completed,hard one-day,34.780607,34.780607,7,BURNETT Josh,oneday,0.182212,17.865732,1.157813,0.165402,106.728283,0.537888,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,47,E3 Saxo Classic,1.UWT,2026-03-27,completed,hard one-day,34.780607,34.780607,7,BURNETT Josh,oneday,0.182212,17.865732,1.157813,0.165402,106.728283,0.537888,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,7,In Flanders Fields,1.UWT,2026-03-29,completed,hard one-day,34.780607,34.780607,7,BURNETT Josh,oneday,0.182212,17.865732,1.157813,0.165402,106.728283,0.537888,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,75,Dwars door Vlaanderen,1.UWT,2026-04-01,completed,hard one-day,43.475759,43.475759,7,BURNETT Josh,oneday,0.182212,22.332164,1.157813,0.165402,133.410353,0.537888,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,48,GP Miguel Indurain,1.Pro,2026-04-04,completed,sprint-friendly one-day,68.416033,68.416033,7,BURNETT Josh,oneday,0.182212,35.268409,1.157813,0.165402,211.930749,0.545437,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,5,Ronde van Vlaanderen,1.UWT,2026-04-05,completed,hard one-day,43.475759,43.475759,7,BURNETT Josh,oneday,0.182212,22.332164,1.157813,0.165402,133.410353,0.537888,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,6,Itzulia Basque Country,2.UWT,2026-04-06,completed,multi-stage race,89.081828,89.081828,7,DÍAZ José Manuel,fallback,0.24675,48.286702,1.225024,0.175003,268.170201,0.490506,DÍAZ José Manuel | HERRADA Jesús | QUARTUCCI Lorenzo,fallback | gc | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,56,Scheldeprijs,1.Pro,2026-04-08,completed,hard one-day,30.372921,30.372921,7,BURNETT Josh,oneday,0.182212,12.225569,1.157813,0.165402,72.797285,0.363386,BURNETT Josh | DÍAZ José Manuel | FAGÚNDEZ Eric Antonio,oneday | fallback | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,16526,O Gran Camiño,2.1,2026-04-14,completed,short stage race,51.206991,51.206991,7,DÍAZ José Manuel,fallback,0.24675,22.694352,1.234565,0.176366,130.254969,0.360105,DÍAZ José Manuel | BURNETT Josh | QUARTUCCI Lorenzo,fallback | oneday | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,139,Tour of Hainan,2.Pro,2026-04-15,completed,multi-stage race,163.637178,163.637178,7,DÍAZ José Manuel,fallback,0.24675,83.642218,1.225024,0.175003,477.285886,0.466182,DÍAZ José Manuel | HERRADA Jesús | QUARTUCCI Lorenzo,fallback | gc | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,437,Ronde van Limburg,1.1,2026-04-15,completed,sprint-friendly one-day,24.945612,24.945612,7,BURNETT Josh,oneday,0.182212,13.351129,1.157813,0.165402,79.092201,0.564374,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,77,Brabantse Pijl,1.Pro,2026-04-17,completed,sprint-friendly one-day,48.149039,48.149039,7,BURNETT Josh,oneday,0.182212,24.121296,1.157813,0.165402,146.562706,0.531479,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,153,Vuelta a Asturias,2.1,2026-04-23,scheduled,short stage race,37.008897,37.008897,7,DÍAZ José Manuel,fallback,0.24675,17.138318,1.242973,0.177568,96.54504,0.372969,DÍAZ José Manuel | BURNETT Josh | QUARTUCCI Lorenzo,fallback | oneday | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,137.761079,137.761079,7,DÍAZ José Manuel,fallback,0.24675,75.215813,1.192304,0.170329,428.703209,0.537229,DÍAZ José Manuel | HERRADA Jesús | QUARTUCCI Lorenzo,fallback | gc | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,11,Liège-Bastogne-Liège,1.UWT,2026-04-26,scheduled,hard one-day,34.780607,34.780607,7,BURNETT Josh,oneday,0.182212,17.865732,1.157813,0.165402,106.728283,0.537888,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,513,Tour of Hellas,2.1,2026-05-06,scheduled,multi-stage race,50.047989,50.047989,7,DÍAZ José Manuel,fallback,0.24675,23.631198,1.242973,0.177568,133.222886,0.386788,DÍAZ José Manuel | BURNETT Josh | QUARTUCCI Lorenzo,fallback | oneday | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,180,Grand Prix du Morbihan,1.Pro,2026-05-09,scheduled,sprint-friendly one-day,47.836648,47.836648,7,BURNETT Josh,oneday,0.182212,24.085271,1.157813,0.165402,146.057451,0.533899,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,148,Tro-Bro Leon,1.Pro,2026-05-10,scheduled,sprint-friendly one-day,62.398328,62.398328,7,BURNETT Josh,oneday,0.182212,32.84958,1.157813,0.165402,195.817409,0.555958,BURNETT Josh | FAGÚNDEZ Eric Antonio | CAVIA Daniel,oneday | oneday | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,27600,Baku-Khankendi Azerbaijan Cycling Race,2.1,2026-05-10,scheduled,multi-stage race,45.00755,45.00755,7,DÍAZ José Manuel,fallback,0.24675,22.043755,1.242973,0.177568,122.874352,0.404498,DÍAZ José Manuel | QUARTUCCI Lorenzo | BURNETT Josh,fallback | hills | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,211,Tour of Slovenia,2.Pro,2026-06-17,scheduled,multi-stage race,137.123165,137.123165,7,DÍAZ José Manuel,fallback,0.24675,76.300834,1.218844,0.174121,421.128347,0.509821,DÍAZ José Manuel | HERRADA Jesús | QUARTUCCI Lorenzo,fallback | gc | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,258,Sibiu Cycling Tour,2.1,2026-07-04,scheduled,short stage race,55.272787,55.272787,7,DÍAZ José Manuel,fallback,0.24675,26.072781,1.242973,0.177568,146.793505,0.385203,DÍAZ José Manuel | BURNETT Josh | QUARTUCCI Lorenzo,fallback | oneday | hills
burgos-burpellet-bh,Burgos Burpellet BH,2026,15209,Czech Tour,2.Pro,2026-08-13,scheduled,short stage race,31.686079,31.686079,7,DÍAZ José Manuel,fallback,0.24675,15.792787,1.242973,0.177568,87.457476,0.4123,DÍAZ José Manuel | QUARTUCCI Lorenzo | BURNETT Josh,fallback | hills | oneday
burgos-burpellet-bh,Burgos Burpellet BH,2026,23,Vuelta a España,2.UWT,2026-08-22,scheduled,multi-stage race,105.784671,105.784671,7,DÍAZ José Manuel,fallback,0.24675,57.340459,1.225024,0.175003,318.452115,0.490506,DÍAZ José Manuel | HERRADA Jesús | QUARTUCCI Lorenzo,fallback | gc | hills
