team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,29.398769,29.398769,7,BUDZIŃSKI Marcin,hills,0.211339,13.27876,1.027284,0.146755,75.360198,0.459269,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,114,Coppi e Bartali,2.1,2026-03-25,completed,multi-stage race,42.267201,42.267201,7,BUDZIŃSKI Marcin,hills,0.211339,18.945637,1.117913,0.159702,107.672645,0.410828,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,124,Classic Loire Atlantique,1.2,2026-03-28,completed,sprint-friendly one-day,14.642453,14.642453,7,BUDZIŃSKI Marcin,hills,0.211339,6.634974,1.027284,0.146755,37.262434,0.454449,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,260,La Roue Tourangelle,1.1,2026-03-29,completed,sprint-friendly one-day,20.399701,20.399701,7,BUDZIŃSKI Marcin,hills,0.211339,9.267771,1.027284,0.146755,51.449968,0.448545,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,126,NXT Classic,1.1,2026-04-04,completed,sprint-friendly one-day,38.687173,38.687173,7,BUDZIŃSKI Marcin,hills,0.211339,17.425246,1.027284,0.146755,100.483429,0.468088,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,139,Tour of Hainan,2.Pro,2026-04-15,completed,multi-stage race,167.083709,167.083709,7,BUDZIŃSKI Marcin,hills,0.211339,77.436348,1.117913,0.159702,487.184236,0.509433,BUDZIŃSKI Marcin | BURATTI Nicolò | PERSICO Davide,hills | hills | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,437,Ronde van Limburg,1.1,2026-04-15,completed,sprint-friendly one-day,24.916503,24.916503,7,BUDZIŃSKI Marcin,hills,0.211339,11.270803,1.027284,0.146755,63.788005,0.458409,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,62,Tour of the Alps,2.Pro,2026-04-20,scheduled,multi-stage race,111.369517,111.369517,7,BUDZIŃSKI Marcin,hills,0.211339,57.706221,1.075599,0.153657,354.99195,0.602556,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,140.775604,140.775604,7,BUDZIŃSKI Marcin,hills,0.211339,68.627642,1.117913,0.159702,448.674615,0.579914,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,149,Giro dell'Appennino,1.1,2026-04-26,scheduled,sprint-friendly one-day,29.816617,29.816617,7,BUDZIŃSKI Marcin,hills,0.211339,13.439958,1.027284,0.146755,77.247845,0.466382,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,765,Tour de Hongrie,2.Pro,2026-05-13,scheduled,multi-stage race,97.633531,97.633531,7,BUDZIŃSKI Marcin,hills,0.211339,44.260223,1.117913,0.159702,266.546151,0.461189,BUDZIŃSKI Marcin | BURATTI Nicolò | PERSICO Davide,hills | hills | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,13188,Mercan'Tour Classic Alpes-Maritimes,1.1,2026-06-03,scheduled,sprint-friendly one-day,51.402342,51.402342,7,BUDZIŃSKI Marcin,hills,0.211339,23.02964,1.027284,0.146755,135.8789,0.480063,BUDZIŃSKI Marcin | AMBROSINI Matteo | ZOCCARATO Samuele,hills | oneday | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,231,Circuit Franco-Belge,1.Pro,2026-06-10,scheduled,sprint-friendly one-day,75.81743,75.81743,7,BUDZIŃSKI Marcin,hills,0.211339,34.402686,1.027284,0.146755,192.027251,0.451315,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,199,GP Gippingen,1.1,2026-06-14,scheduled,sprint-friendly one-day,25.685728,25.685728,7,BUDZIŃSKI Marcin,hills,0.211339,11.653877,1.027284,0.146755,65.079158,0.451552,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,211,Tour of Slovenia,2.Pro,2026-06-17,scheduled,multi-stage race,140.2793,140.2793,7,BUDZIŃSKI Marcin,hills,0.211339,69.679253,1.109137,0.158448,425.716188,0.544428,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,127,Tour of Magnificent Qinghai,2.Pro,2026-07-05,scheduled,multi-stage race,176.74303,176.74303,7,BUDZIŃSKI Marcin,hills,0.211339,92.053072,1.117913,0.159702,621.666094,0.665676,BUDZIŃSKI Marcin | VERRE Alessandro | PERSICO Davide,hills | gc | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,32,PostNord Tour of Denmark,2.Pro,2026-07-29,scheduled,multi-stage race,94.776041,94.776041,7,BUDZIŃSKI Marcin,hills,0.211339,48.637278,1.075599,0.153657,297.531924,0.590037,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,18951,Trans-Himalaya Cycling Race,2.1,2026-08-02,scheduled,short stage race,55.182689,55.182689,7,BUDZIŃSKI Marcin,hills,0.211339,22.8288,1.11959,0.159941,129.434151,0.35621,BUDZIŃSKI Marcin | BURATTI Nicolò | PERSICO Davide,hills | hills | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,15209,Czech Tour,2.Pro,2026-08-13,scheduled,short stage race,32.361656,32.361656,7,BUDZIŃSKI Marcin,hills,0.211339,14.595901,1.10633,0.158047,81.01838,0.40824,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,209,GP Kranj,1.1,2026-08-30,scheduled,sprint-friendly one-day,34.911039,34.911039,7,BUDZIŃSKI Marcin,hills,0.211339,15.768527,1.027284,0.146755,89.490235,0.459269,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,255,Tour de Korea,2.1,2026-08-31,scheduled,multi-stage race,54.548752,54.548752,7,BUDZIŃSKI Marcin,hills,0.211339,24.286847,1.117913,0.159702,137.261927,0.402747,BUDZIŃSKI Marcin | BURATTI Nicolò | VERRE Alessandro,hills | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,263,GP Industria & Artigianato,1.Pro,2026-09-06,scheduled,sprint-friendly one-day,70.609066,70.609066,7,BUDZIŃSKI Marcin,hills,0.211339,31.941413,1.027284,0.146755,180.727452,0.458274,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,16539,Tour of Binzhou,2.1,2026-09-08,scheduled,sprint-friendly one-day,39.888483,39.888483,7,AMBROSINI Matteo,oneday,0.117417,17.807285,1.027284,0.146755,106.755294,0.48861,AMBROSINI Matteo | BUDZIŃSKI Marcin | ZOCCARATO Samuele,oneday | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,4025,Giro della Toscana,1.1,2026-09-09,scheduled,sprint-friendly one-day,28.632612,28.632612,7,BUDZIŃSKI Marcin,hills,0.211339,12.925932,1.027284,0.146755,73.800526,0.462936,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,160,Coppa Sabatini,1.Pro,2026-09-10,scheduled,sprint-friendly one-day,58.354653,58.354653,7,BUDZIŃSKI Marcin,hills,0.211339,26.722046,1.015701,0.1451,144.104173,0.443687,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,242,Tour of Taihu Lake,2.1,2026-09-12,scheduled,short stage race,189.00278,189.00278,7,BUDZIŃSKI Marcin,hills,0.211339,85.805816,1.117913,0.159702,528.401889,0.478245,BUDZIŃSKI Marcin | BURATTI Nicolò | PERSICO Davide,hills | hills | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,68,Memorial Pantani,1.1,2026-09-12,scheduled,sprint-friendly one-day,14.304951,14.304951,7,BUDZIŃSKI Marcin,hills,0.211339,6.542001,1.015701,0.1451,35.368411,0.444467,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,205,Trofeo Matteotti,1.1,2026-09-13,scheduled,sprint-friendly one-day,24.074487,24.074487,7,BUDZIŃSKI Marcin,hills,0.211339,10.89657,1.027284,0.146755,61.504001,0.457024,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,752,Giro d'Abruzzo,2.1,2026-09-15,scheduled,short stage race,60.220307,60.220307,7,BUDZIŃSKI Marcin,hills,0.211339,24.657407,1.11959,0.159941,140.483882,0.352905,BUDZIŃSKI Marcin | BURATTI Nicolò | PERSICO Davide,hills | hills | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,88,Giro del Lazio,1.1,2026-09-19,scheduled,sprint-friendly one-day,34.911039,34.911039,7,BUDZIŃSKI Marcin,hills,0.211339,15.768527,1.027284,0.146755,89.490235,0.459269,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,163,Giro della Romagna,1.1,2026-09-20,scheduled,sprint-friendly one-day,61.894071,61.894071,7,BUDZIŃSKI Marcin,hills,0.211339,27.633131,1.027284,0.146755,165.488798,0.487935,BUDZIŃSKI Marcin | AMBROSINI Matteo | ZOCCARATO Samuele,hills | oneday | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,773,CRO Race,2.Pro,2026-09-22,scheduled,multi-stage race,47.842553,47.842553,7,BUDZIŃSKI Marcin,hills,0.211339,20.952407,1.117913,0.159702,123.128798,0.420554,BUDZIŃSKI Marcin | BURATTI Nicolò | PERSICO Davide,hills | hills | sprint
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,128,Tour de Langkawi,2.Pro,2026-09-27,scheduled,multi-stage race,215.71913,215.71913,7,PERSICO Davide,sprint,0.149277,112.861605,1.117913,0.159702,723.872401,0.623671,PERSICO Davide | BUDZIŃSKI Marcin | VERRE Alessandro,sprint | hills | gc
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,158,Münsterland Giro,1.Pro,2026-10-03,scheduled,sprint-friendly one-day,47.450976,47.450976,7,BUDZIŃSKI Marcin,hills,0.211339,21.744327,1.015701,0.1451,117.101387,0.443267,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,29,Giro dell'Emilia,1.Pro,2026-10-03,scheduled,hard one-day,30.86622,30.86622,7,BUDZIŃSKI Marcin,hills,0.211339,11.817179,1.015701,0.1451,59.980645,0.307009,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,262,Coppa Agostoni,1.1,2026-10-04,scheduled,sprint-friendly one-day,19.695787,19.695787,7,BUDZIŃSKI Marcin,hills,0.211339,8.951562,1.027284,0.146755,49.605485,0.447634,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,196,Coppa Bernocchi,1.Pro,2026-10-05,scheduled,sprint-friendly one-day,82.947327,82.947327,7,BUDZIŃSKI Marcin,hills,0.211339,37.529576,1.027284,0.146755,212.178424,0.457869,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,190,Tre Valli Varesine,1.Pro,2026-10-06,scheduled,sprint-friendly one-day,64.507021,64.507021,7,BUDZIŃSKI Marcin,hills,0.211339,29.419166,1.027284,0.146755,160.50934,0.439754,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,61,Gran Piemonte,1.Pro,2026-10-08,scheduled,sprint-friendly one-day,76.627151,76.627151,7,BUDZIŃSKI Marcin,hills,0.211339,34.755141,1.027284,0.146755,194.367066,0.452295,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,27048,Trofeo Tessile & Moda - Valdengo Oropa,1.1,2026-10-11,scheduled,sprint-friendly one-day,54.389993,54.389993,7,AMBROSINI Matteo,oneday,0.117417,24.320844,1.027284,0.146755,145.707758,0.489286,AMBROSINI Matteo | BUDZIŃSKI Marcin | ZOCCARATO Samuele,oneday | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,8499,Hong Kong Cyclothon,1.1,2026-10-11,scheduled,sprint-friendly one-day,51.192387,51.192387,7,BUDZIŃSKI Marcin,hills,0.211339,22.860426,1.027284,0.146755,136.775326,0.487428,BUDZIŃSKI Marcin | AMBROSINI Matteo | ZOCCARATO Samuele,hills | oneday | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,183,Giro del Veneto,1.Pro,2026-10-14,scheduled,sprint-friendly one-day,67.647002,67.647002,7,BUDZIŃSKI Marcin,hills,0.211339,30.474406,1.027284,0.146755,175.60063,0.4677,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
mbh-bank-csb-telecom-fort,MBH Bank CSB Telecom Fort,2026,15208,Veneto Classic,1.Pro,2026-10-18,scheduled,sprint-friendly one-day,62.511772,62.511772,7,BUDZIŃSKI Marcin,hills,0.211339,28.187949,1.027284,0.146755,161.750078,0.465538,BUDZIŃSKI Marcin | BURATTI Nicolò | AMBROSINI Matteo,hills | hills | oneday
