team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,37.009092,37.009092,7,ZANONCELLO Enrico,oneday,0.207743,19.83885,1.115196,0.159314,119.378096,0.611961,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,160,Coppa Sabatini,1.Pro,2026-09-10,scheduled,sprint-friendly one-day,58.57185,58.57185,7,ZANONCELLO Enrico,oneday,0.207743,29.557096,1.115196,0.159314,178.254505,0.564612,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,242,Tour of Taihu Lake,2.1,2026-09-12,scheduled,short stage race,188.055255,188.055255,7,MARCELLUSI Martin,hills,0.263245,92.641573,1.142697,0.163242,489.220046,0.443843,MARCELLUSI Martin | ZANONCELLO Enrico | ROJAS Vicente,hills | oneday | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,68,Memorial Pantani,1.1,2026-09-12,scheduled,sprint-friendly one-day,14.362947,14.362947,7,ZANONCELLO Enrico,oneday,0.207743,7.294759,1.115196,0.159314,43.983553,0.569533,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,205,Trofeo Matteotti,1.1,2026-09-13,scheduled,sprint-friendly one-day,24.234699,24.234699,7,ZANONCELLO Enrico,oneday,0.207743,12.926607,1.115196,0.159314,77.808377,0.608059,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,752,Giro d'Abruzzo,2.1,2026-09-15,scheduled,short stage race,60.104935,60.104935,7,MARCELLUSI Martin,hills,0.263245,26.932453,1.155345,0.165049,140.815615,0.362734,MARCELLUSI Martin | ZANONCELLO Enrico | ROJAS Vicente,hills | oneday | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,88,Giro del Lazio,1.1,2026-09-19,scheduled,sprint-friendly one-day,35.158637,35.158637,7,ZANONCELLO Enrico,oneday,0.207743,18.846907,1.115196,0.159314,113.409192,0.611961,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,163,Giro della Romagna,1.1,2026-09-20,scheduled,sprint-friendly one-day,62.51656,62.51656,7,ZANONCELLO Enrico,oneday,0.207743,35.43384,1.115196,0.159314,212.859547,0.658509,ZANONCELLO Enrico | ROJAS Vicente | TURCONI Filippo,oneday | oneday | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,128,Tour de Langkawi,2.Pro,2026-09-27,scheduled,multi-stage race,213.442166,213.442166,7,MARCELLUSI Martin,hills,0.263245,112.938011,1.09452,0.15636,642.481238,0.583614,MARCELLUSI Martin | ROSTOVTSEV Sergey | TSVETKOV Nikita,hills | sprint | sprint
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,29,Giro dell'Emilia,1.Pro,2026-10-03,scheduled,hard one-day,30.948344,30.948344,7,MARCELLUSI Martin,hills,0.263245,13.044377,1.115196,0.159314,74.05832,0.395681,MARCELLUSI Martin | ZANONCELLO Enrico | ROJAS Vicente,hills | oneday | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,262,Coppa Agostoni,1.1,2026-10-04,scheduled,sprint-friendly one-day,19.806486,19.806486,7,ZANONCELLO Enrico,oneday,0.207743,10.363656,1.115196,0.159314,62.422303,0.592732,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,196,Coppa Bernocchi,1.Pro,2026-10-05,scheduled,sprint-friendly one-day,83.507043,83.507043,7,ZANONCELLO Enrico,oneday,0.207743,44.618273,1.115196,0.159314,268.552665,0.609438,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,190,Tre Valli Varesine,1.Pro,2026-10-06,scheduled,sprint-friendly one-day,64.813579,64.813579,7,ZANONCELLO Enrico,oneday,0.207743,33.361595,1.115196,0.159314,201.057904,0.579871,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,61,Gran Piemonte,1.Pro,2026-10-08,scheduled,sprint-friendly one-day,77.097179,77.097179,7,ZANONCELLO Enrico,oneday,0.207743,40.729087,1.115196,0.159314,245.238496,0.60034,ZANONCELLO Enrico | MARCELLUSI Martin | ROJAS Vicente,oneday | hills | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,27048,Trofeo Tessile & Moda - Valdengo Oropa,1.1,2026-10-11,scheduled,sprint-friendly one-day,65.247302,65.247302,7,ZANONCELLO Enrico,oneday,0.207743,37.076878,1.115196,0.159314,222.711396,0.660714,ZANONCELLO Enrico | ROJAS Vicente | TURCONI Filippo,oneday | oneday | oneday
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,183,Giro del Veneto,1.Pro,2026-10-14,scheduled,sprint-friendly one-day,68.176697,68.176697,7,ZANONCELLO Enrico,oneday,0.207743,37.15133,1.115196,0.159314,223.462678,0.625482,ZANONCELLO Enrico | ROJAS Vicente | MARCELLUSI Martin,oneday | oneday | hills
bardiani-csf-7-saber,Bardiani CSF 7 Saber,2026,15208,Veneto Classic,1.Pro,2026-10-18,scheduled,sprint-friendly one-day,62.986377,62.986377,7,ZANONCELLO Enrico,oneday,0.207743,34.175858,1.115196,0.159314,205.594738,0.621954,ZANONCELLO Enrico | ROJAS Vicente | MARCELLUSI Martin,oneday | oneday | hills
